#OTU ID	DA01071	DA01335	DA01044	DA01231	DA00949	DA00989	DA01235	DA01388	DA01030	DA01193	DA01119	DA00918	DA01311	DA00904	DA01320	DA01205	DA01073	DA01161	DA00886	DA01223	DA01242	DA01076	DA00908	DA00955	DA01024	DA01211	DA00943	DA00898	DA01370	DA01291	DA00927	DA01089	DA01227	DA01270	DA01203	DA01026	DA01129	DA01018	DA01186	DA01068	DA01210	DA01167	DA01384	DA00926	DA00658	DA00470	DA00491	DA00154	DA00498	DA00165	DA00280	DA00721	DA00397	DA00530	DA00318	DA00575	DA00170	DA00282	DA00330	DA00691	DA00678	DA00556	DA00815	DA00458	DA00382	DA00603	DA00735	DA00632	DA00394	DA00778	DA00600	DA00065	DA00431	DA00673	DA00568	DA00210	DA00461	DA00563	DA00675	DA01588	DA01547	DA01482	DA01468	DA01563	DA10003	DA10090	DA10011	DA10068	DA10047	DA10115	DA10073	DA10088	DA10066	DA10096	DA10112	DA10025	DA10082	DA10103	DA10062	DA10075	DA10023	DA10056	DA10110	DA10048	DA10008	DA10092	DA10054	DA10071	DA10079	DA10015	DA10093	DA10029	DA10104	DA10017	DA10055	DA10045	DA10012	DA10038	DA10067	DA10028	DA10026	DA10085	DA10101	DA10081	DA10039	DA10109	DA10107	DA10030	DA10108	DA10069	DA10065	DA10095	DA10059	DA10116	DA10083	DA10024	DA10061	DA10100	DA10053	DA10091	DA10022	DA10051	DA10040	DA10084	DA10016	DA10106	DA10005	DA10077	DA10094	DA10114	DA10113	DA10027	DA10002	DA10036	DA10034	DA10019	DA10049	DA10006	DA10037	DA10042	DA10033	DA10070	DA10009	DA10058	DA10041	DA10097	DA10050	DA10035	DA10076	DA10018	DA10057	DA10117	DA10098	DA10032	DA10141	DA10186	DA10164	DA10148	DA10156	DA10137	DA10135	DA10119	DA10139	DA10155	DA10166	DA10161	DA10158	DA10187	DA10160	DA10129	DA10151	DA10147	DA10131	DA10174	DA10182	DA10184	DA10142	DA10183	DA10169	DA10149	DA10143	DA10181	DA10121	DA10120	DA10124	DA10159	DA10171	DA10167	DA10170	DA10150	DA10123	DA10145	DA10178	DA10172	DA10138	DA10133	DA10130	DA10127	DA10162	DA10168	DA10177	DA10122	DA10157	DA10165	DA10180	DA10146	DA10175	DA10134	DA10154	DA10189	DA10152	DA10188	DA10136	DA10176	DA10126	DA10125	DA10173
k__Archaea._.p__Euryarchaeota._.c__Methanobacteria._.o__Methanobacteriales._.f__Methanobacteriaceae._.g__Methanobrevibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	9	0	0	15	0	0	0	0	0	0	0	0	0	0	56	0	1	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	19	0	0	5	0	0	0	0	0	42	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__._.c__._.o__._.f__._.g__	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	174	0	2	1	0	3	0	0	0	19	203	47	0	17	2	0	0	0	0	629	9	201	1	22	0	43	0	38	0	104	64	0	153	119	0	50	0	0	0	0	144	0	0	0	0	1	24	182	64	2	0	27	0	43	0	12	1116	19	0	0	24	0	361	0	50	5	1	2	8	15	0	375	0	0	0	0	10	0	189	11	0	0	0	161	5	0	1	0	0	93	0	46	1	26	29	364	24	12	3	253	165	6	0	0	6	0	33	95	0	0	0	144	6	0	0	87	150	233	0	360	80	0	44	0	8	37	3	0	50	13	319	15	0	108	88	8	49	3	0	0	7	66	0	32	148	5	0	519	17	3	549	70
k__Bacteria._.p__Actinobacteria._.c__Actinobacteria._.o__._.f__._.g__	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	2	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	17	0	9	3	3	0	2	2	0	5	1	5	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	11	0	0	0	0	0	0	2	0	2	0	1	0	0	0	4	36	0	0	0	0	1	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	3	0	0	1	0	0	0	0	0	4	0	0	0	0	0	1	6	1	2	1	0	0	12	0	0	0	4	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1
k__Bacteria._.p__Actinobacteria._.c__Actinobacteria._.o__Actinomycetales._.f__._.g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Actinobacteria._.c__Actinobacteria._.o__Actinomycetales._.f__Actinomycetaceae._.g__Actinomyces	0	0	4	0	2	3	0	0	0	1	0	0	0	0	1	0	5	0	0	0	0	0	20	0	0	2	0	1	0	0	0	0	2	0	6	0	0	1	1	0	0	0	2	0	0	0	0	0	1	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Actinobacteria._.c__Actinobacteria._.o__Actinomycetales._.f__Corynebacteriaceae._.g__Corynebacterium	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Actinobacteria._.c__Actinobacteria._.o__Actinomycetales._.f__Dietziaceae._.g__Dietzia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Actinobacteria._.c__Actinobacteria._.o__Actinomycetales._.f__Micrococcaceae._.g__Arthrobacter	0	0	0	0	0	3	0	0	0	0	1	0	0	0	6	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Actinobacteria._.c__Actinobacteria._.o__Actinomycetales._.f__Propionibacteriaceae._.g__Propionibacterium	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Actinobacteria._.c__Actinobacteria._.o__Bifidobacteriales._.f__Bifidobacteriaceae._.g__Bifidobacterium	0	0	16	1	19	5	0	0	0	22	0	0	0	54	0	0	0	8	2	1	0	1	0	151	1	12	0	0	0	1	1	0	0	1	0	35	163	14	0	0	0	1	5	7	0	0	0	0	1	1	0	0	11	1	1	0	0	0	1	0	24	14	0	0	0	0	0	0	0	2	3	0	0	0	24	1	0	0	0	0	16	34	0	0	0	0	14	0	28	0	0	0	0	0	0	2	0	0	0	0	47	0	0	158	85	0	20	121	26	0	12	30	0	0	2	43	0	0	0	3	0	35	5	0	60	0	0	7	0	18	0	0	0	0	0	0	1	0	1	2	1	1	1	0	23	1	0	0	96	2	0	0	175	0	52	0	5	5	64	1	3	0	43	0	3	45	36	0	0	8	0	3	0	1	0	2	2	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
k__Bacteria._.p__Actinobacteria._.c__Actinobacteria._.o__Coriobacteriales._.f__Coriobacteriaceae._.g__Atopobium	0	0	0	1	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Actinobacteria._.c__Actinobacteria._.o__Coriobacteriales._.f__Coriobacteriaceae._.g__Eggerthella	0	0	1	1	0	1	0	0	1	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	8	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Actinobacteria._.c__Actinobacteria._.o__Coriobacteriales._.f__Coriobacteriaceae._.g__Paraeggerthella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Bacteroidetes._.c__._.o__._.f__._.g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	1	0	0	10	0	0	0	0	0	0	0	0	5	0	0	0	0	6	0	49	0	17	0	0	0	10	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	2	0	0	0	1	0	0	0
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__._.g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	13	3	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Bacteroidaceae._.g__Bacteroides	2024	1	0	4753	94	135	137	20	2590	1146	3268	0	1508	4	104	90	705	810	907	2461	2405	989	37	21	2288	1048	0	171	25	1185	131	1	1	0	883	1734	16	1369	11	0	15	8	64	62	1645	467	576	33	1	895	1093	1700	2	442	4399	276	1397	757	211	1358	830	651	1134	1144	1057	3	0	1313	55	1599	3111	2034	126	3466	7	638	124	1403	1942	1553	647	584	47	4	3214	771	634	10839	1811	3752	2902	3485	4828	2116	2065	3892	1842	4315	4577	3232	993	4315	2965	2955	934	2633	1729	4136	1049	4724	675	75	4280	2677	1979	441	3072	4506	3791	1316	4588	683	1267	2159	954	2219	3340	4328	866	1457	325	2183	844	3540	3582	3967	3239	1806	2815	1690	1369	1855	2280	2	3756	2689	5544	1457	1448	3174	2676	7	2872	2277	112	5441	2378	2011	67	3282	3272	3955	997	1477	733	2149	3955	1450	1803	1719	2804	14	1440	854	4166	5261	5648	2862	835	3673	3236	3505	2998	3883	1858	2617	6	3288	2756	3562	4166	2120	4218	2678	4196	4108	2894	1914	4933	1479	4236	3075	1960	1018	3088	2749	3685	3886	3145	2962	2739	712	2815	1846	820	3920	3901	6175	2449	2042	2181	4390	2893	4870	4296	1549	855	3573	3243	1962	3670	978	1877	1744	3266	1486	620
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Porphyromonadaceae._.g__	0	0	0	1	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Porphyromonadaceae._.g__Barnesiella	0	0	0	0	8	0	0	0	0	0	0	0	245	0	0	2	0	1	0	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	24	0	0	0	128	0	0	0	0	0	0	1	0	0	0	0	13	23	10	0	1	340	261	387	0	175	0	0	0	0	0	3	307	156	0	0	0	174	0	0	0	58	0	0	216	257	7	114	2	410	0	732	518	0	0	286	0	330	481	35	0	652	18	0	0	4	18	0	120	20	19	188	0	204	173	1106	0	607	676	0	0	692	0	0	137	0	0	348	0	1	1	123	0	294	1557	64	0	334	14	104	0	69	0	0	0	280	660	0	0	0	71	0	0	0	6	11	0	164	0	49	163	35	63	0	6	135	264	95	0	0	76	255	0	28	38	0	0	0	327	0	106	0	69	0	87	0	224	79	0	0	0	241	0	0	0	119	250	104	47	0	0	367	403	196	159	214	76	90	0	18	115	0	0	99
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Porphyromonadaceae._.g__Butyricimonas	0	0	0	0	10	0	1	0	0	0	59	1	0	0	0	1	2	8	0	69	0	0	0	0	0	14	0	0	0	0	0	0	0	0	14	0	3	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	3	53	0	21	0	0	0	0	0	1	172	21	0	126	0	27	1	0	36	11	0	0	0	0	0	34	2	0	0	28	60	0	0	0	0	60	6	13	0	122	0	0	0	18	4	0	4	2	0	25	0	115	11	76	0	291	0	70	0	0	11	0	33	0	214	0	0	0	89	4	0	248	0	0	0	0	0	0	0	16	0	73	0	25	0	0	0	0	7	7	0	0	18	79	0	48	24	289	42	119	21	0	4	100	43	0	0	22	0	0	0	0	56	0	0	0	26	153	0	30	41	0	85	0	0	0	0	13	0	4	14	0	0	0	24	36	41	0	0	7	21	48	0	98	24	0	15	18	0	0	0	29
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Porphyromonadaceae._.g__Dysgonomonas	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	316	7	0	0	0	0	0	1033	0	0	0	0	0	0	46	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Porphyromonadaceae._.g__Odoribacter	0	0	0	145	3	0	0	0	0	0	1	0	72	0	0	5	0	0	13	223	0	0	0	0	0	0	0	0	0	19	4	0	0	0	4	0	0	0	0	0	0	0	0	1	150	0	0	0	0	0	0	0	0	0	129	0	265	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	14	156	1	0	0	0	0	0	0	0	0	0	49	113	81	0	38	62	158	0	0	0	64	249	27	90	0	0	0	0	120	30	2	173	23	38	23	139	31	0	62	6	190	104	118	0	198	23	49	51	16	0	87	0	21	0	24	0	0	87	57	43	29	0	78	24	79	0	108	62	99	0	148	36	80	174	0	0	114	0	0	146	0	149	0	210	2	0	96	54	0	25	27	0	45	0	54	166	0	0	21	16	18	0	0	19	17	83	50	25	73	29	0	36	0	15	45	59	0	64	54	33	0	81	58	56	0	26	58	27	80	23	0	56	0	43	0	108	0	6	38	69	22	116	71	0	34	18	286	11	17	0	0	69	26	39	332	15	22	13	80	115	3	12	36
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Porphyromonadaceae._.g__Parabacteroides	0	0	0	66	11	0	18	34	91	0	1084	0	188	0	135	3	171	52	31	27	389	161	11	0	104	102	0	10	789	1163	1179	0	0	0	19	0	2	75	1	0	182	0	4	17	63	350	174	0	0	0	611	93	0	147	188	134	81	6	6	47	358	0	42	1	578	1	0	140	3	129	71	34	47	159	0	0	733	157	18	0	230	0	780	0	599	354	67	1109	101	874	0	690	0	186	70	166	557	85	0	0	91	635	519	65	30	652	95	277	141	288	24	6	374	258	235	83	300	66	170	50	1303	157	215	428	208	210	20	152	77	119	533	47	185	108	518	0	357	168	99	0	105	232	51	0	168	224	605	125	16	78	261	4	35	537	8	237	216	370	9	1	252	1	102	56	120	487	0	863	78	64	0	0	15	116	158	219	28	223	288	743	331	103	715	74	1137	245	0	123	67	37	228	354	358	440	47	323	124	66	0	154	462	505	578	607	215	253	854	182	674	362	415	43	98	70	171	205	341	0	0	177	281	229	75	544	577	158	225	156	388	300	74	162	558	236	1	639	164
k__Bacteria._.p__Bacteroidetes._.c__Bacteroidia._.o__Bacteroidales._.f__Porphyromonadaceae._.g__Porphyromonas	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	51	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	1	1	3	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
