"feature"	"metadata"	"value"	"coef"	"pval"	"qval"	"association"
"bac16SV4_L100_Nextseq_07270"	"read_depth"	"read_depth"	-0.0473762312797866	0.00789763218929782	0.047087769279587	"abundance"
"bac16SV4_L100_Nextseq_00332"	"day"	"day"	0.070774870294703	0.00796032231018009	0.0472387201881109	"abundance"
"bac16SV4_L100_Nextseq_09188"	"day"	"day"	-0.0712063583768481	0.00813762156752514	0.0480652040250083	"abundance"
"bac16SV4_L100_Nextseq_00685"	"read_depth"	"read_depth"	-0.191149788659416	0.00830643785387153	0.0487748925054205	"abundance"
"bac16SV4_L100_Nextseq_09668"	"day"	"day"	-0.0652510976667798	0.0083349499851035	0.0487748925054205	"abundance"
"bac16SV4_L100_Nextseq_01775"	"read_depth"	"read_depth"	-0.221699052161365	0.00846862470164867	0.0493287632390964	"abundance"
"bac16SV4_L100_Nextseq_00341"	"read_depth"	"read_depth"	-0.0836941236946088	0.00856925485266694	0.0496859547420689	"abundance"
"bac16SV4_L100_Nextseq_08455"	"day"	"day"	-0.0418874674916879	0.00906132094993783	0.0522991309621983	"abundance"
"bac16SV4_L100_Nextseq_09477"	"day"	"day"	-0.0812934365230217	0.00918222137601136	0.0527560355421743	"abundance"
"bac16SV4_L100_Nextseq_05507"	"read_depth"	"read_depth"	-0.088395291384772	0.00951553271238364	0.0544236803097417	"abundance"
"bac16SV4_L100_Nextseq_01807"	"day"	"day"	-0.0608614176510377	0.00981789842334331	0.055900106338315	"abundance"
"bac16SV4_L100_Nextseq_00139"	"day"	"day"	0.0865240530235549	0.0100545181767783	0.0569906321768956	"abundance"
"bac16SV4_L100_Nextseq_01848"	"read_depth"	"read_depth"	-0.0685068278785264	0.010408214930879	0.0587320699671031	"abundance"
"bac16SV4_L100_Nextseq_06745"	"read_depth"	"read_depth"	-0.0792357267567511	0.0109244415387948	0.0613710849112738	"abundance"
"bac16SV4_L100_Nextseq_03058"	"day"	"day"	-0.0628967980917824	0.0110432381817892	0.0617639516008032	"abundance"
"bac16SV4_L100_Nextseq_02043"	"read_depth"	"read_depth"	-0.176239855198798	0.0117561807592612	0.0654617289854898	"abundance"
"bac16SV4_L100_Nextseq_00192"	"day"	"day"	0.103256108733493	0.011964264714938	0.0663282043845686	"abundance"
"bac16SV4_L100_Nextseq_02940"	"read_depth"	"read_depth"	-0.0188228397572338	0.0128421973489005	0.0708844430087785	"abundance"
"bac16SV4_L100_Nextseq_04005"	"day"	"day"	-0.0812575049192412	0.0134094298841043	0.0736935624935125	"abundance"
"bac16SV4_L100_Nextseq_00171"	"day"	"day"	0.0883445514086618	0.0139420344104597	0.0762888809299612	"abundance"
"bac16SV4_L100_Nextseq_01643"	"read_depth"	"read_depth"	-0.0687015690234075	0.0144504140463328	0.0783839325243992	"abundance"
"bac16SV4_L100_Nextseq_12725"	"day"	"day"	-0.0649832876788917	0.0144049186777499	0.0783839325243992	"abundance"
"bac16SV4_L100_Nextseq_13647"	"day"	"day"	-0.0425486492023138	0.0145109495337891	0.0783839325243992	"abundance"
"bac16SV4_L100_Nextseq_00224"	"day"	"day"	0.0836276670606662	0.0148217660889389	0.0795747525494707	"abundance"
"bac16SV4_L100_Nextseq_04692"	"day"	"day"	-0.0260305739733748	0.0148932572950516	0.0795747525494707	"abundance"
"bac16SV4_L100_Nextseq_13639"	"day"	"day"	-0.0362830270531637	0.0149202661030258	0.0795747525494707	"abundance"
"bac16SV4_L100_Nextseq_00179"	"read_depth"	"read_depth"	-0.117476546011988	0.0151320584866105	0.0802933880364219	"abundance"
"bac16SV4_L100_Nextseq_13549"	"day"	"day"	-0.0240616503538057	0.0151820567568867	0.0802933880364219	"abundance"
"bac16SV4_L100_Nextseq_08181"	"day"	"day"	0.02391411724584	0.0152552152832929	0.0803441338253423	"abundance"
"bac16SV4_L100_Nextseq_07270"	"day"	"day"	-0.0429278337886784	0.0160330194288467	0.0840901931869801	"abundance"
"bac16SV4_L100_Nextseq_03259"	"read_depth"	"read_depth"	-0.0222504844743616	0.0161612809543791	0.0844126410179139	"abundance"
"bac16SV4_L100_Nextseq_11641"	"day"	"day"	-0.0415045281449132	0.016259336991325	0.0845753166956164	"abundance"
"bac16SV4_L100_Nextseq_00202"	"day"	"day"	0.0585887376876131	0.0164040163112741	0.0849781828584037	"abundance"
"bac16SV4_L100_Nextseq_00117"	"read_depth"	"read_depth"	-0.334043704275474	0.0170153154911059	0.0877851378806441	"abundance"
"bac16SV4_L100_Nextseq_11840"	"day"	"day"	-0.0314015098674966	0.0172496307904806	0.0886322492649086	"abundance"
"bac16SV4_L100_Nextseq_14394"	"day"	"day"	-0.0159705881686462	0.0181636783391572	0.0929509693145536	"abundance"
"bac16SV4_L100_Nextseq_00134"	"day"	"day"	0.0764343482134422	0.0183761290191288	0.0936589801620113	"abundance"
"bac16SV4_L100_Nextseq_03926"	"day"	"day"	-0.034915845965233	0.0186749700658336	0.094799848045035	"abundance"
"bac16SV4_L100_Nextseq_13751"	"day"	"day"	-0.0312580940201614	0.0191295723481024	0.0967191177920058	"abundance"
"bac16SV4_L100_Nextseq_03647"	"day"	"day"	-0.0923922472123075	0.0193551460869606	0.097082954975866	"abundance"
"bac16SV4_L100_Nextseq_15026"	"day"	"day"	-0.0633534799602068	0.0193104302722654	0.097082954975866	"abundance"
"bac16SV4_L100_Nextseq_00019"	"read_depth"	"read_depth"	-0.220291663329317	0.0200789605304447	0.100315439171866	"abundance"
"bac16SV4_L100_Nextseq_00021"	"day"	"day"	0.258368723622136	0.0203380482834562	0.100542148745593	"abundance"
"bac16SV4_L100_Nextseq_04321"	"read_depth"	"read_depth"	0.0420402637776118	0.0202308377265198	0.100542148745593	"abundance"
"bac16SV4_L100_Nextseq_09533"	"day"	"day"	-0.045611489636713	0.0203629668345505	0.100542148745593	"abundance"
"bac16SV4_L100_Nextseq_00170"	"day"	"day"	0.053406708501077	0.0205506684683041	0.100775262917352	"abundance"
"bac16SV4_L100_Nextseq_05537"	"day"	"day"	0.0176253559640443	0.0205696343612949	0.100775262917352	"abundance"
"bac16SV4_L100_Nextseq_00142"	"read_depth"	"read_depth"	0.0601792250596519	0.0221831960376983	0.108260848616412	"abundance"
"bac16SV4_L100_Nextseq_03307"	"read_depth"	"read_depth"	-0.0359926886463746	0.0223312453054458	0.108564207946475	"abundance"
"bac16SV4_L100_Nextseq_00009"	"read_depth"	"read_depth"	-0.348231909688656	0.0230000089693394	0.111111189039205	"abundance"
"bac16SV4_L100_Nextseq_00094"	"day"	"day"	0.115429510945575	0.0230309584875568	0.111111189039205	"abundance"
"bac16SV4_L100_Nextseq_12689"	"read_depth"	"read_depth"	-0.0158048780922428	0.023152332031025	0.111272044438082	"abundance"
"bac16SV4_L100_Nextseq_10645"	"day"	"day"	-0.0318103180763824	0.0237250524394785	0.113592675316291	"abundance"
"bac16SV4_L100_Nextseq_00092"	"day"	"day"	0.0645648540842169	0.0248280487474072	0.118425107987633	"abundance"
"bac16SV4_L100_Nextseq_10391"	"day"	"day"	-0.0345183242834584	0.0252568605712659	0.120017563015339	"abundance"
"bac16SV4_L100_Nextseq_02470"	"day"	"day"	0.0332829965633136	0.0258496369629761	0.121922346578882	"abundance"
"bac16SV4_L100_Nextseq_10711"	"read_depth"	"read_depth"	-0.025031416645407	0.0259308678475565	0.121922346578882	"abundance"
"bac16SV4_L100_Nextseq_14730"	"day"	"day"	-0.0116784766338715	0.0259470816690817	0.121922346578882	"abundance"
"bac16SV4_L100_Nextseq_00115"	"day"	"day"	-0.0156658315304527	0.0266807136887624	0.124905267046651	"abundance"
"bac16SV4_L100_Nextseq_00149"	"read_depth"	"read_depth"	0.0681952745291619	0.0269703132359718	0.125516999895611	"abundance"
"bac16SV4_L100_Nextseq_00371"	"read_depth"	"read_depth"	0.0948515717610862	0.0270099873193086	0.125516999895611	"abundance"
"bac16SV4_L100_Nextseq_02424"	"day"	"day"	-0.0250251257383548	0.0271585319956516	0.125744997957889	"abundance"
"bac16SV4_L100_Nextseq_00651"	"read_depth"	"read_depth"	0.0137206852421761	0.0275506162771379	0.127094813774826	"abundance"
"bac16SV4_L100_Nextseq_00059"	"day"	"day"	-0.0928800655286652	0.0282286521397362	0.128851462008388	"abundance"
"bac16SV4_L100_Nextseq_00090"	"day"	"day"	0.0346500643817663	0.028337153460354	0.128851462008388	"abundance"
"bac16SV4_L100_Nextseq_07395"	"day"	"day"	0.0225555918078118	0.0283391664860221	0.128851462008388	"abundance"
"bac16SV4_L100_Nextseq_13640"	"day"	"day"	-0.0180700969003427	0.0283320547512308	0.128851462008388	"abundance"
"bac16SV4_L100_Nextseq_08747"	"day"	"day"	0.0180540536284307	0.0285882101714838	0.129517912748228	"abundance"
"bac16SV4_L100_Nextseq_00425"	"day"	"day"	0.0246799305504478	0.0291650964815755	0.131659578402541	"abundance"
"bac16SV4_L100_Nextseq_00388"	"day"	"day"	0.0479001210543855	0.0297247548643583	0.133708505866722	"abundance"
"bac16SV4_L100_Nextseq_00256"	"day"	"day"	0.0614770785629117	0.030155780863497	0.135166336920072	"abundance"
"bac16SV4_L100_Nextseq_00309"	"day"	"day"	0.0791349974005088	0.030775935860151	0.13745859691601	"abundance"
"bac16SV4_L100_Nextseq_00124"	"day"	"day"	0.0617398529492097	0.0309386624815965	0.137698835833585	"abundance"
"bac16SV4_L100_Nextseq_15090"	"day"	"day"	-0.0357802332807234	0.0311048057247711	0.13795254188109	"abundance"
"bac16SV4_L100_Nextseq_03700"	"day"	"day"	0.0412702358000189	0.0312444295247898	0.138087268948721	"abundance"
"bac16SV4_L100_Nextseq_00470"	"day"	"day"	0.0484171049627937	0.0313834353435434	0.13821833545031	"abundance"
"bac16SV4_L100_Nextseq_11901"	"day"	"day"	-0.022713406922033	0.032099864876434	0.140882740291016	"abundance"
"bac16SV4_L100_Nextseq_02783"	"read_depth"	"read_depth"	0.00329659387901965	0.0322159811305912	0.140903114702655	"abundance"
"bac16SV4_L100_Nextseq_02652"	"day"	"day"	0.0109406552115247	0.0324296882599813	0.141348710209022	"abundance"
"bac16SV4_L100_Nextseq_05250"	"read_depth"	"read_depth"	-0.0139866110615558	0.03266505536655	0.141885326403159	"abundance"
"bac16SV4_L100_Nextseq_13430"	"day"	"day"	-0.0132697266070214	0.0330861659699719	0.143222307486454	"abundance"
"bac16SV4_L100_Nextseq_00064"	"read_depth"	"read_depth"	0.176235615397516	0.0336674850311504	0.145241300612198	"abundance"
"bac16SV4_L100_Nextseq_00477"	"read_depth"	"read_depth"	0.0743193838213622	0.0340365135080442	0.145837807031078	"abundance"
"bac16SV4_L100_Nextseq_06088"	"day"	"day"	0.0157057285076612	0.0339849510344127	0.145837807031078	"abundance"
"bac16SV4_L100_Nextseq_00598"	"day"	"day"	-0.0669170568813948	0.0341667922728655	0.145901437273318	"abundance"
"bac16SV4_L100_Nextseq_05547"	"read_depth"	"read_depth"	-0.0707733836106802	0.0357239475694386	0.152037271810675	"abundance"
"bac16SV4_L100_Nextseq_00336"	"read_depth"	"read_depth"	-0.228728922327624	0.0359582364571803	0.15252084188549	"abundance"
"bac16SV4_L100_Nextseq_13043"	"day"	"day"	0.0129126691952583	0.0368600424188704	0.155823055576763	"abundance"
"bac16SV4_L100_Nextseq_05190"	"day"	"day"	-0.0596088148161215	0.0374282346897174	0.157697628826009	"abundance"
"bac16SV4_L100_Nextseq_13345"	"read_depth"	"read_depth"	-0.00318820807243986	0.0385625661203774	0.161937154738063	"abundance"
"bac16SV4_L100_Nextseq_00105"	"day"	"day"	0.0555433604859391	0.0396941591115865	0.166137142771673	"abundance"
"bac16SV4_L100_Nextseq_12473"	"day"	"day"	-0.0231817463725379	0.0400101330113522	0.166392069776247	"abundance"
"bac16SV4_L100_Nextseq_13313"	"day"	"day"	-0.0353270456778492	0.040018345895553	0.166392069776247	"abundance"
"bac16SV4_L100_Nextseq_03366"	"day"	"day"	-0.0488897818012232	0.0402907106533452	0.166975273002716	"abundance"
"bac16SV4_L100_Nextseq_00555"	"day"	"day"	-0.0393917694871714	0.0404724407272871	0.167180278036898	"abundance"
"bac16SV4_L100_Nextseq_14105"	"day"	"day"	0.0137948239101432	0.0410944624444581	0.169196744396727	"abundance"
"bac16SV4_L100_Nextseq_15028"	"day"	"day"	-0.0204869581353496	0.0413642952755457	0.16975477022172	"abundance"
"bac16SV4_L100_Nextseq_00870"	"read_depth"	"read_depth"	0.038614311006145	0.0416729622646615	0.169983231565739	"abundance"
"bac16SV4_L100_Nextseq_01643"	"day"	"day"	-0.057013529372462	0.0416889254631163	0.169983231565739	"abundance"
"bac16SV4_L100_Nextseq_09670"	"day"	"day"	-0.0342108692242246	0.0420311456902002	0.170827550329302	"abundance"
"bac16SV4_L100_Nextseq_01005"	"day"	"day"	0.00529956246524567	0.0422229513958566	0.171057085142188	"abundance"
"bac16SV4_L100_Nextseq_11880"	"day"	"day"	0.0177048696259389	0.0432389996800973	0.174613723947741	"abundance"
"bac16SV4_L100_Nextseq_01980"	"read_depth"	"read_depth"	-0.119226417714277	0.0436167625441863	0.175066334805981	"abundance"
"bac16SV4_L100_Nextseq_07654"	"day"	"day"	0.0200158470825292	0.0436280818543387	0.175066334805981	"abundance"
"bac16SV4_L100_Nextseq_03429"	"read_depth"	"read_depth"	-0.0720270261994455	0.0445991223843618	0.178396489537447	"abundance"
"bac16SV4_L100_Nextseq_02626"	"day"	"day"	-0.0542627487667046	0.0447859936399084	0.178578851611496	"abundance"
"bac16SV4_L100_Nextseq_00244"	"day"	"day"	0.0535964592488379	0.0449546629893536	0.178687717039443	"abundance"
"bac16SV4_L100_Nextseq_00759"	"read_depth"	"read_depth"	0.0446114990232713	0.045207345327923	0.179128791518792	"abundance"
"bac16SV4_L100_Nextseq_03113"	"day"	"day"	0.0208615099648687	0.0455153938098382	0.179785805548861	"abundance"
"bac16SV4_L100_Nextseq_11515"	"read_depth"	"read_depth"	-0.0167216199778939	0.0457923361130339	0.180316239398364	"abundance"
"bac16SV4_L100_Nextseq_00154"	"day"	"day"	0.0721047081512751	0.0461019136514615	0.180506179218048	"abundance"
"bac16SV4_L100_Nextseq_00478"	"day"	"day"	0.0155945227608035	0.0462698536967827	0.180506179218048	"abundance"
"bac16SV4_L100_Nextseq_02991"	"day"	"day"	0.00663357923159806	0.0463568692668878	0.180506179218048	"abundance"
"bac16SV4_L100_Nextseq_07905"	"day"	"day"	0.0183029625243987	0.0464117944983113	0.180506179218048	"abundance"
"bac16SV4_L100_Nextseq_02863"	"day"	"day"	-0.0242581273100178	0.0471922239489269	0.182978438869459	"abundance"
"bac16SV4_L100_Nextseq_04692"	"read_depth"	"read_depth"	-0.0211711571159808	0.0474862720108689	0.183555497925805	"abundance"
"bac16SV4_L100_Nextseq_08836"	"read_depth"	"read_depth"	-0.0447154905218412	0.0483956311821436	0.186500237238505	"abundance"
"bac16SV4_L100_Nextseq_12409"	"day"	"day"	0.00422233742730467	0.0497223696627674	0.190451743193146	"abundance"
"bac16SV4_L100_Nextseq_12421"	"day"	"day"	0.00422233742730467	0.0497223696627674	0.190451743193146	"abundance"
"bac16SV4_L100_Nextseq_00335"	"read_depth"	"read_depth"	-0.199930489161339	0.0515350162048072	0.196798370038901	"abundance"
"bac16SV4_L100_Nextseq_11280"	"day"	"day"	-0.02603338658688	0.0520835820306987	0.198294119538564	"abundance"
"bac16SV4_L100_Nextseq_00451"	"day"	"day"	0.0716892535936846	0.0532104786356253	0.201371392201887	"abundance"
"bac16SV4_L100_Nextseq_11959"	"day"	"day"	-0.00579220164359544	0.0530789223618471	0.201371392201887	"abundance"
"bac16SV4_L100_Nextseq_00474"	"read_depth"	"read_depth"	-0.00295988452882186	0.0548798021534407	0.202239271945148	"abundance"
"bac16SV4_L100_Nextseq_00721"	"read_depth"	"read_depth"	-0.00295988452782075	0.0548798022331965	0.202239271945148	"abundance"
"bac16SV4_L100_Nextseq_00842"	"day"	"day"	0.00777625488302823	0.0540737260388989	0.202239271945148	"abundance"
"bac16SV4_L100_Nextseq_03246"	"day"	"day"	-0.0444558630460263	0.0540804263790082	0.202239271945148	"abundance"
"bac16SV4_L100_Nextseq_07599"	"read_depth"	"read_depth"	-0.00295988452756305	0.0548798022536474	0.202239271945148	"abundance"
"bac16SV4_L100_Nextseq_11006"	"read_depth"	"read_depth"	-0.00295988452832238	0.0548798021931199	0.202239271945148	"abundance"
"bac16SV4_L100_Nextseq_13290"	"read_depth"	"read_depth"	-0.00295988452529335	0.0548798024344824	0.202239271945148	"abundance"
"bac16SV4_L100_Nextseq_13456"	"read_depth"	"read_depth"	-0.00295988452529335	0.0548798024344824	0.202239271945148	"abundance"
"bac16SV4_L100_Nextseq_14027"	"read_depth"	"read_depth"	-0.0029598845275614	0.0548798022539387	0.202239271945148	"abundance"
"bac16SV4_L100_Nextseq_02784"	"day"	"day"	0.0250362997262056	0.0559584630399898	0.205614817681823	"abundance"
"bac16SV4_L100_Nextseq_00266"	"read_depth"	"read_depth"	0.00511798541858273	0.0579079276590751	0.212136251631502	"abundance"
"bac16SV4_L100_Nextseq_00373"	"read_depth"	"read_depth"	-0.0467451802749456	0.0582367716108632	0.212136251631502	"abundance"
"bac16SV4_L100_Nextseq_02592"	"read_depth"	"read_depth"	-0.0197628341690743	0.0581773259919128	0.212136251631502	"abundance"
"bac16SV4_L100_Nextseq_02963"	"day"	"day"	-0.0272733590654395	0.0584669752726125	0.212362806737305	"abundance"
"bac16SV4_L100_Nextseq_14388"	"day"	"day"	0.00661559476746765	0.0586782350277733	0.212519452937265	"abundance"
"bac16SV4_L100_Nextseq_00819"	"read_depth"	"read_depth"	-0.164523645428496	0.0594934602501897	0.214856382160685	"abundance"
"bac16SV4_L100_Nextseq_00367"	"read_depth"	"read_depth"	-0.195766842706305	0.0605193714414657	0.215927535440123	"abundance"
"bac16SV4_L100_Nextseq_02940"	"day"	"day"	0.0135878982329294	0.0602082576445998	0.215927535440123	"abundance"
"bac16SV4_L100_Nextseq_03430"	"day"	"day"	0.00693942589913811	0.0602432842202903	0.215927535440123	"abundance"
"bac16SV4_L100_Nextseq_08836"	"day"	"day"	-0.042505817182128	0.060571817587455	0.215927535440123	"abundance"
"bac16SV4_L100_Nextseq_08895"	"day"	"day"	-0.0127613160338859	0.0606442049693382	0.215927535440123	"abundance"
"bac16SV4_L100_Nextseq_00912"	"read_depth"	"read_depth"	0.028764640773873	0.0613388562580738	0.217787399747768	"abundance"
"bac16SV4_L100_Nextseq_08970"	"day"	"day"	0.0147397537181598	0.0629246910092777	0.222792183293353	"abundance"
"bac16SV4_L100_Nextseq_00151"	"day"	"day"	0.0221856226714884	0.0641688443466694	0.226562623615056	"abundance"
"bac16SV4_L100_Nextseq_00591"	"day"	"day"	-0.0768979966682544	0.0647262743882884	0.227894180576035	"abundance"
"bac16SV4_L100_Nextseq_00701"	"day"	"day"	-0.051380519817775	0.0652973101724996	0.227999447674142	"abundance"
"bac16SV4_L100_Nextseq_10494"	"day"	"day"	-0.0265540586339712	0.0652694805716898	0.227999447674142	"abundance"
"bac16SV4_L100_Nextseq_11612"	"day"	"day"	0.00802010651864973	0.0652070938901608	0.227999447674142	"abundance"
"bac16SV4_L100_Nextseq_00432"	"day"	"day"	0.0310463960472146	0.0656020279159341	0.22813562739613	"abundance"
"bac16SV4_L100_Nextseq_03259"	"day"	"day"	0.0163640724903914	0.0656972851045819	0.22813562739613	"abundance"
"bac16SV4_L100_Nextseq_11960"	"day"	"day"	-0.00951341271636325	0.0663247777941241	0.229683614059652	"abundance"
"bac16SV4_L100_Nextseq_09210"	"day"	"day"	-0.0074046190150891	0.0666845750643571	0.230298641752315	"abundance"
"bac16SV4_L100_Nextseq_00461"	"read_depth"	"read_depth"	0.0507837410881707	0.0687442831778805	0.234596396620327	"abundance"
"bac16SV4_L100_Nextseq_05300"	"day"	"day"	-0.0397661239783122	0.0688570119827069	0.234596396620327	"abundance"
"bac16SV4_L100_Nextseq_05536"	"read_depth"	"read_depth"	0.020528550669519	0.0686556277599675	0.234596396620327	"abundance"
"bac16SV4_L100_Nextseq_07594"	"read_depth"	"read_depth"	-0.0236967681728711	0.0683248219910001	0.234596396620327	"abundance"
"bac16SV4_L100_Nextseq_07853"	"day"	"day"	-0.0599259385760084	0.0681665978357768	0.234596396620327	"abundance"
"bac16SV4_L100_Nextseq_00000"	"read_depth"	"read_depth"	-0.40833723174751	0.0692364767777521	0.235255125395373	"abundance"
"bac16SV4_L100_Nextseq_00110"	"read_depth"	"read_depth"	0.0306800386260077	0.0719151412991738	0.243701712070123	"abundance"
"bac16SV4_L100_Nextseq_00842"	"read_depth"	"read_depth"	0.00725769338513354	0.0721571447609845	0.24386799726707	"abundance"
"bac16SV4_L100_Nextseq_13476"	"day"	"day"	-0.0343944877900737	0.0727942702444809	0.245365220237397	"abundance"
"bac16SV4_L100_Nextseq_14972"	"read_depth"	"read_depth"	0.00796137579981142	0.0737974221201675	0.248084950957159	"abundance"
"bac16SV4_L100_Nextseq_00398"	"day"	"day"	0.0228953210365095	0.0765913774004803	0.256794432451478	"abundance"
"bac16SV4_L100_Nextseq_03569"	"read_depth"	"read_depth"	-0.091602869702232	0.076802880166491	0.256822329445621	"abundance"
"bac16SV4_L100_Nextseq_00050"	"read_depth"	"read_depth"	0.164234631203574	0.0781372609795254	0.258502201795827	"abundance"
"bac16SV4_L100_Nextseq_00176"	"day"	"day"	0.010031857134035	0.0778651336504242	0.258502201795827	"abundance"
"bac16SV4_L100_Nextseq_00560"	"day"	"day"	0.0303998829409691	0.0783187783505375	0.258502201795827	"abundance"
"bac16SV4_L100_Nextseq_01477"	"day"	"day"	-0.0576867805879121	0.0778983452628457	0.258502201795827	"abundance"
"bac16SV4_L100_Nextseq_08712"	"day"	"day"	0.0160650069584183	0.0783278032340202	0.258502201795827	"abundance"
"bac16SV4_L100_Nextseq_10609"	"day"	"day"	-0.0134725288545098	0.0787675826304311	0.259276626158502	"abundance"
"bac16SV4_L100_Nextseq_03364"	"day"	"day"	-0.00878321256428464	0.0797530153797902	0.26183847127287	"abundance"
"bac16SV4_L100_Nextseq_00350"	"day"	"day"	0.048332810777875	0.0804751938186257	0.262844043893392	"abundance"
"bac16SV4_L100_Nextseq_03113"	"read_depth"	"read_depth"	0.0182324497502578	0.0802878420120452	0.262844043893392	"abundance"
"bac16SV4_L100_Nextseq_00179"	"day"	"day"	0.081586170281532	0.0809408015351417	0.263005586479226	"abundance"
"bac16SV4_L100_Nextseq_02858"	"day"	"day"	0.00364595577425515	0.0808672327681916	0.263005586479226	"abundance"
"bac16SV4_L100_Nextseq_00425"	"read_depth"	"read_depth"	-0.0196933867045981	0.0817425696963066	0.264929764349055	"abundance"
"bac16SV4_L100_Nextseq_00024"	"day"	"day"	-0.0377747040555026	0.0820776414584288	0.265335393359217	"abundance"
"bac16SV4_L100_Nextseq_04321"	"day"	"day"	-0.0313553149919177	0.0827335312811925	0.266773427396498	"abundance"
"bac16SV4_L100_Nextseq_09670"	"read_depth"	"read_depth"	-0.0290900866895644	0.0836947834771139	0.26918627561087	"abundance"
"bac16SV4_L100_Nextseq_11391"	"day"	"day"	0.0115634514427603	0.0851546494567786	0.273186489627838	"abundance"
"bac16SV4_L100_Nextseq_12558"	"read_depth"	"read_depth"	-0.0256751949871689	0.0855166336252111	0.273653227600675	"abundance"
"bac16SV4_L100_Nextseq_06247"	"read_depth"	"read_depth"	-0.0263538843557352	0.0871922631261045	0.277609623655909	"abundance"
"bac16SV4_L100_Nextseq_07537"	"day"	"day"	-0.00932841561683996	0.0871573650761428	0.277609623655909	"abundance"
"bac16SV4_L100_Nextseq_05434"	"read_depth"	"read_depth"	-0.072535191573714	0.0901216382598144	0.286215454171873	"abundance"
"bac16SV4_L100_Nextseq_14514"	"day"	"day"	0.00918929680972839	0.0910290895400253	0.28837285508419	"abundance"
"bac16SV4_L100_Nextseq_00031"	"read_depth"	"read_depth"	-0.153354810432085	0.0917679787082784	0.28998681271816	"abundance"
"bac16SV4_L100_Nextseq_02290"	"read_depth"	"read_depth"	-0.100884635379646	0.0921391361504771	0.290433586269833	"abundance"
"bac16SV4_L100_Nextseq_00025"	"read_depth"	"read_depth"	0.111258771816813	0.0926223237378959	0.291230391056469	"abundance"
"bac16SV4_L100_Nextseq_01451"	"read_depth"	"read_depth"	0.00258594920623639	0.09361689239738	0.292177165452584	"abundance"
"bac16SV4_L100_Nextseq_02656"	"read_depth"	"read_depth"	0.00258594920615123	0.0936168924116271	0.292177165452584	"abundance"
"bac16SV4_L100_Nextseq_08471"	"day"	"day"	0.0113932018207842	0.0934063129776115	0.292177165452584	"abundance"
"bac16SV4_L100_Nextseq_02964"	"day"	"day"	0.0297499540005107	0.094022366233926	0.292719879112519	"abundance"
"bac16SV4_L100_Nextseq_14394"	"read_depth"	"read_depth"	-0.0112598299372174	0.0954574781626521	0.296457622598507	"abundance"
"bac16SV4_L100_Nextseq_00232"	"day"	"day"	0.0515176726809344	0.0968839595993129	0.300150306209636	"abundance"
"bac16SV4_L100_Nextseq_12412"	"read_depth"	"read_depth"	-0.00650109710962715	0.0972848812824635	0.300655476628445	"abundance"
"bac16SV4_L100_Nextseq_00154"	"read_depth"	"read_depth"	0.0664976538411609	0.0984349935048979	0.3034678824151	"abundance"
"bac16SV4_L100_Nextseq_00476"	"read_depth"	"read_depth"	-0.158892578858319	0.0989611308351263	0.304347614052554	"abundance"
"bac16SV4_L100_Nextseq_00182"	"read_depth"	"read_depth"	0.0518202660882823	0.101382660456393	0.305615154457433	"abundance"
"bac16SV4_L100_Nextseq_00474"	"day"	"day"	0.00250999690369941	0.101502383836215	0.305615154457433	"abundance"
"bac16SV4_L100_Nextseq_00721"	"day"	"day"	0.00250999690358155	0.101502383861815	0.305615154457433	"abundance"
"bac16SV4_L100_Nextseq_01141"	"day"	"day"	0.0130827202690518	0.101620259882131	0.305615154457433	"abundance"
"bac16SV4_L100_Nextseq_04077"	"day"	"day"	-0.0393820704825323	0.101791123438749	0.305615154457433	"abundance"
"bac16SV4_L100_Nextseq_07599"	"day"	"day"	0.00250999690355078	0.101502383867023	0.305615154457433	"abundance"
"bac16SV4_L100_Nextseq_11006"	"day"	"day"	0.00250999690364079	0.101502383847906	0.305615154457433	"abundance"
"bac16SV4_L100_Nextseq_13290"	"day"	"day"	0.00250999690328453	0.101502383924098	0.305615154457433	"abundance"
"bac16SV4_L100_Nextseq_13456"	"day"	"day"	0.00250999690328453	0.101502383924098	0.305615154457433	"abundance"
"bac16SV4_L100_Nextseq_14027"	"day"	"day"	0.0025099969035513	0.101502383868642	0.305615154457433	"abundance"
"bac16SV4_L100_Nextseq_00045"	"read_depth"	"read_depth"	0.0600105492298859	0.102276093089259	0.305668951151432	"abundance"
"bac16SV4_L100_Nextseq_00063"	"read_depth"	"read_depth"	0.10538513566035	0.102292694886911	0.305668951151432	"abundance"
"bac16SV4_L100_Nextseq_00379"	"read_depth"	"read_depth"	0.0443009456106728	0.103100524063993	0.307356279285112	"abundance"
"bac16SV4_L100_Nextseq_00261"	"day"	"day"	0.00732051445054656	0.106093465240139	0.314315600616131	"abundance"
"bac16SV4_L100_Nextseq_00346"	"read_depth"	"read_depth"	0.0211756156119989	0.106779855274413	0.314315600616131	"abundance"
"bac16SV4_L100_Nextseq_01998"	"day"	"day"	0.00798062600449491	0.106926984386817	0.314315600616131	"abundance"
"bac16SV4_L100_Nextseq_02267"	"day"	"day"	0.00751885108554947	0.106347441541724	0.314315600616131	"abundance"
"bac16SV4_L100_Nextseq_02490"	"day"	"day"	0.0195751302994486	0.106871883790463	0.314315600616131	"abundance"
"bac16SV4_L100_Nextseq_03444"	"read_depth"	"read_depth"	-0.068378080887397	0.105805371195321	0.314315600616131	"abundance"
