"feature"	"metadata"	"effect_size"	"pval"	"qval"	"error"	"associations"
"bac16SV4_L100_Nextseq_00202"	"day"	-1.09761952048252	0.615751615650238	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00202"	"read_depth"	-1.69260412885363	0.287716500396282	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00204"	"day"	-0.0517624880913487	0.929390176879448	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00204"	"read_depth"	-0.660920919873387	0.213149501460979	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00207"	"day"	0.0183213577583169	0.947382956709973	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00207"	"read_depth"	0.645374573645545	0.0201910202435018	0.24778106395909	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00208"	"day"	-0.0601542521860678	0.923555285261706	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00208"	"read_depth"	0.774674737381277	0.0652220272942436	0.606067210090377	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00210"	"day"	-5.02649438226973	0.0843693157805434	0.723071866728143	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00210"	"read_depth"	-1.31065073122213	0.268699088305629	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00216"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00216"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00224"	"day"	0.733600817916137	0.0188318886645	0.238035072719281	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00224"	"read_depth"	-0.98942282645581	0.272950306769405	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00225"	"day"	0.603581237344049	0.39171141885079	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00225"	"read_depth"	-0.846636579739522	0.671342631680977	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00232"	"day"	-0.123442371522324	0.921992312597192	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00232"	"read_depth"	-1.25564111785931	0.426750228372351	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00242"	"day"	-0.218698930761488	0.657048325091497	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00242"	"read_depth"	0.20543297315233	0.772530892943111	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00244"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00244"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00245"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00245"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00247"	"day"	2.39431673760434	0.000887804908404162	0.0224437080844572	NA	"abundance"
"bac16SV4_L100_Nextseq_00247"	"read_depth"	5.77322858979881	0.000401553823408061	0.011034000712778	NA	"abundance"
"bac16SV4_L100_Nextseq_00256"	"day"	1.31011247512658	0.106514673265904	0.806194892264085	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00256"	"read_depth"	-1.03724317319569	0.0973325571485836	0.778660457188669	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00257"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00257"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00261"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00261"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00265"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00265"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00266"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00266"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00272"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00272"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00277"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00277"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00278"	"day"	0.376970625868541	0.0108090544132212	0.166617619247703	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00278"	"read_depth"	0.293312566995154	0.0814438242595758	0.705102697699341	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00281"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00281"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00287"	"day"	0.386222114759163	0.138600035411013	0.916749475507299	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00287"	"read_depth"	-0.204063030605973	0.511397265908537	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00289"	"day"	-1.33844279958188	0.013869802945879	0.206252128512836	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00289"	"read_depth"	-0.439761352571384	0.37199114472233	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00294"	"day"	1.41321979601107	0.0446723794106152	0.466660227892707	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00294"	"read_depth"	-0.615113103270679	0.153697885578224	0.964326214566384	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00297"	"day"	2.02961551010368	0.125255560014683	0.867199298676429	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00297"	"read_depth"	2.27224800787624	0.133408717470203	0.89696073873583	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00304"	"day"	-1.28644882130138	1.51295175384805e-12	4.78092754215984e-10	NA	"abundance"
"bac16SV4_L100_Nextseq_00304"	"read_depth"	-0.382793672444346	0.0332529490535057	0.375283282175279	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00305"	"day"	-0.480662528825056	0.469957409233077	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00305"	"read_depth"	-2.35913784361212	0.254449876811007	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00307"	"day"	-0.227339021680486	0.946726505306722	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00307"	"read_depth"	-3.40962913539396	0.909644335206894	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00309"	"day"	0.675517130338281	0.278926106510853	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00309"	"read_depth"	0.235980244625492	0.302563833414523	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00315"	"day"	0.321841324254742	0.649308345910794	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00315"	"read_depth"	0.947721818678683	0.140819695190027	0.917505642887601	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00326"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00326"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00330"	"day"	1.19257695683366	0.183466528563591	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00330"	"read_depth"	1.08013605036894	0.231480944396378	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00332"	"day"	0.591648811495374	0.494693676627901	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00332"	"read_depth"	0.778408019181986	0.303412155487677	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00335"	"day"	-1.11314089412483	6.29978783337035e-10	0.0000000723902892852738	NA	"abundance"
"bac16SV4_L100_Nextseq_00335"	"read_depth"	-0.0641382088617542	0.721917695581646	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00336"	"day"	-1.46998980608186	2.00591716141013e-16	1.2677396460112e-13	NA	"abundance"
"bac16SV4_L100_Nextseq_00336"	"read_depth"	-0.119125107830072	0.501284356467942	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00341"	"day"	-0.548000055797443	0.484663530290133	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00341"	"read_depth"	-0.320009127373194	0.622523494238797	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00346"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00346"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00350"	"day"	0.262703918382469	0.500326827912909	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00350"	"read_depth"	0.183841865931448	0.204863670757609	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00362"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00362"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00367"	"day"	-1.29437847767102	1.3918086691258e-11	0.00000000293207692962501	NA	"abundance"
"bac16SV4_L100_Nextseq_00367"	"read_depth"	-0.25449281773286	0.136541263013265	0.913164848935274	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00371"	"day"	-0.0595292948116386	0.882479775665162	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00371"	"read_depth"	0.697895986094095	0.0992780802920732	0.784296834307379	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00373"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00373"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00379"	"day"	0.836051764506972	0.694326862700918	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00379"	"read_depth"	0.419183654567425	0.7318486209669	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00388"	"day"	1.32385574178652	0.00293564431444729	0.0588992764041489	NA	"abundance"
"bac16SV4_L100_Nextseq_00388"	"read_depth"	4.26810752933437	0.0218632129256653	0.265722126327317	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00394"	"day"	-1.4933410397906	0.0231459314215362	0.278632926826873	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00394"	"read_depth"	0.852632340142106	0.143786597025493	0.927276829797057	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00398"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00398"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00400"	"day"	-0.346021621045545	0.457409334481045	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00400"	"read_depth"	-0.395430094387725	0.350673091699602	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00401"	"day"	3.9148116957146	0.335236636127593	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00401"	"read_depth"	1.1478292698002	0.651621013629352	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00419"	"day"	2.40676871968507	0.0505794192806199	0.506335331048762	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00419"	"read_depth"	-2.80816771807354	0.0389642401881759	0.424575858602192	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00425"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00425"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00432"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00432"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00443"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00443"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00451"	"day"	0.366384472635082	0.2427034316089	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00451"	"read_depth"	0.812801510198034	0.0330846267433248	0.375283282175279	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00458"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00458"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00461"	"day"	0.879975845350118	0.119633303977049	0.842434836793207	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00461"	"read_depth"	0.580462027947992	0.251828954476701	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00470"	"day"	0.429405590945508	0.828942911253776	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00470"	"read_depth"	-3.08135216565424	0.279404364553683	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00474"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00474"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00476"	"day"	-1.28810884575667	3.9672328324133e-10	0.0000000626822787521301	NA	"abundance"
"bac16SV4_L100_Nextseq_00476"	"read_depth"	-0.336563806677734	0.0607271095505054	0.582597632855377	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00477"	"day"	-0.119269459299566	0.73374463916885	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00477"	"read_depth"	0.634673764060242	0.0800575458004622	0.702727346470724	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00478"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00478"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00493"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00493"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00525"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00525"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00528"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00528"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00539"	"day"	-0.230770947474258	0.843101787695557	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00539"	"read_depth"	1.17347115318386	0.603364147521532	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00540"	"day"	-0.0597534417564633	0.939125456436674	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00540"	"read_depth"	1.35561214705795	0.230983844793397	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00555"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00555"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00560"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00560"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00578"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00578"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00590"	"day"	-1.22102628926756	2.55858947560289e-10	0.0000000462008156737435	NA	"abundance"
"bac16SV4_L100_Nextseq_00590"	"read_depth"	-0.42174312530981	0.0175622654320525	0.228852613465097	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00591"	"day"	-0.404356780583178	0.240010624369974	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00591"	"read_depth"	0.461200787856318	0.154402332339738	0.964326214566384	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00598"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00598"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00621"	"day"	3.81858667565128	0.0335530693412875	0.375319288914933	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00621"	"read_depth"	-4.75511538634898	0.0101442234358083	0.158299980529157	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00626"	"day"	-1.10854496639397	0.0000000273299149860512	0.00000230300083615792	NA	"abundance"
"bac16SV4_L100_Nextseq_00626"	"read_depth"	-0.0418863191804479	0.809053875888082	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00629"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00629"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00651"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00651"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00658"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00658"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00669"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00669"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00671"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00671"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00678"	"day"	-1.30240584243618	0.00000000163739851862957	0.000000172472643962315	NA	"abundance"
"bac16SV4_L100_Nextseq_00678"	"read_depth"	-0.087501670333106	0.631223224908171	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00685"	"day"	-1.34762290125941	0.000107335690093553	0.0036646107001728	NA	"abundance"
"bac16SV4_L100_Nextseq_00685"	"read_depth"	-0.111120884696163	0.614086866966425	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00698"	"day"	2.87365945315618	0.0145764970747198	0.214240608167975	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00698"	"read_depth"	-5.02180221997363	0.00505121347774016	0.0899258286741348	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00701"	"day"	-0.665804290978619	0.217709958047994	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00701"	"read_depth"	0.287964017459073	0.640783088119196	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00719"	"day"	-1.16755918608165	0.000011775923064071	0.000513267819068475	NA	"abundance"
"bac16SV4_L100_Nextseq_00719"	"read_depth"	0.0126297356464912	0.941478572048588	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00721"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00721"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00722"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00722"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00737"	"day"	-1.59358141791883	0.00000000231983420209817	0.000000225559263957853	NA	"abundance"
"bac16SV4_L100_Nextseq_00737"	"read_depth"	-0.220173707235275	0.250340039407821	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00749"	"day"	-0.0195847709722203	0.974299307926232	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00749"	"read_depth"	-1.86168377406252	0.284649114581557	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00759"	"day"	0.0456182127914527	0.940700850916776	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00759"	"read_depth"	-2.69903752528588	0.0987562070127871	0.784296834307379	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00783"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00783"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00787"	"day"	0.82944250336602	0.422007308797656	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00787"	"read_depth"	-0.446881899487719	0.516316729051594	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00803"	"day"	-0.921749658555741	0.00000561281159893399	0.000295608077543857	NA	"abundance"
"bac16SV4_L100_Nextseq_00803"	"read_depth"	-0.381043691800206	0.0328960565178903	0.375283282175279	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00811"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00811"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00819"	"day"	-1.58033255272646	0.000000492836026837008	0.0000366438081130576	NA	"abundance"
"bac16SV4_L100_Nextseq_00819"	"read_depth"	-0.115351355444389	0.502330022363094	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00820"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00820"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00824"	"day"	-1.05693505808454	0.00000161324911697488	0.00010732352020296	NA	"abundance"
"bac16SV4_L100_Nextseq_00824"	"read_depth"	-0.196823659226181	0.281705559237796	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00836"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00836"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00842"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00842"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00868"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00868"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00870"	"day"	-0.0660733798563094	0.915077912386108	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00870"	"read_depth"	-2.41885530830385	0.201599354551087	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00879"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00879"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00912"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00912"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00930"	"day"	-0.341220180203669	0.346376900138285	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00930"	"read_depth"	-0.791368284111149	0.347609256781949	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00950"	"day"	0.366264702160734	0.155686602261341	0.964326214566384	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00950"	"read_depth"	1.28962218834853	0.0613018078874724	0.582597632855377	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_00958"	"day"	-1.59316643778158	5.89892461625637e-10	0.0000000723902892852738	NA	"abundance"
"bac16SV4_L100_Nextseq_00958"	"read_depth"	-0.156584651311829	0.322470118056154	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01003"	"day"	-3.86342007524566	0.266825865108163	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01003"	"read_depth"	-0.0435817150146923	0.965610680773439	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01005"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01005"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01141"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01141"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01205"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01205"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01214"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01214"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01220"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01220"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01271"	"day"	-1.42409941160742	0.00000000803360288419296	0.000000725319574687136	NA	"abundance"
"bac16SV4_L100_Nextseq_01271"	"read_depth"	-0.232392868559739	0.182543129808911	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01325"	"day"	-1.18309724169611	0.103976952736387	0.795811209325127	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01325"	"read_depth"	0.464401316178519	0.408104047412601	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01358"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01358"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01361"	"day"	-0.891570463634337	0.00000909439329215284	0.000440731079794808	NA	"abundance"
"bac16SV4_L100_Nextseq_01361"	"read_depth"	-0.0421681549169539	0.79413624234584	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01427"	"day"	1.34425006197787	0.138022178760175	0.916749475507299	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01427"	"read_depth"	2.93200324099124	0.132354231918615	0.894629674572882	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01431"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01431"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01451"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01451"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01466"	"day"	-1.64823326799899	0.00430142901671493	0.0787971924221402	NA	"abundance"
"bac16SV4_L100_Nextseq_01466"	"read_depth"	-0.60688332636162	0.398648886037528	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01477"	"day"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01477"	"read_depth"	NA	1	1	"sensitivity failed"	"abundance"
"bac16SV4_L100_Nextseq_01485"	"day"	-1.38660722838981	0.00341492461782998	0.065400980559653	NA	"abundance"
"bac16SV4_L100_Nextseq_01485"	"read_depth"	-0.649437275939242	0.58347019694013	1	"sensitivity failed"	"abundance"
