"feature"	"metadata"	"effect_size"	"pval"	"qval"	"associations"
"bac16SV4_L100_Nextseq_00046"	"day"	0.064784160817205	0.607118196701117	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00046"	"read_depth"	0.0468928960336723	0.637565820033598	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00047"	"day"	0.0277607771390198	0.70297206531712	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00047"	"read_depth"	0.00325402928531355	0.741606967096978	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00048"	"day"	0.238068956732502	0.201715051283902	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00048"	"read_depth"	0.000877525309804419	0.768931348070187	0.775003407313558	"abundance"
"bac16SV4_L100_Nextseq_00049"	"day"	0.0686431922614472	0.603077232265723	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00049"	"read_depth"	0.0474457482005988	0.666992148699186	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00050"	"day"	0.572518961944211	0.00736562053665865	0.172410080709936	"abundance"
"bac16SV4_L100_Nextseq_00050"	"read_depth"	0.198986020896867	0.387175517827479	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00055"	"day"	0.0367899996840855	0.691137517577528	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00055"	"read_depth"	-0.00767303527541783	0.743466540104836	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00056"	"day"	0.310387254037674	0.127737315212092	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00056"	"read_depth"	0.130185187356348	0.502474743615627	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00059"	"day"	-0.0886866411833464	0.531970731091817	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00059"	"read_depth"	0.22085636596011	0.310284666843674	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00060"	"day"	0.402472432314814	0.0523837756583747	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00060"	"read_depth"	-0.00957322423140899	0.753190886341938	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00063"	"day"	0.140107341008043	0.444170132409404	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00063"	"read_depth"	0.116177310954303	0.538990655332465	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00064"	"day"	0.451699130727882	0.0244781811229344	0.499039047409501	"abundance"
"bac16SV4_L100_Nextseq_00064"	"read_depth"	0.198707043566904	0.372279064579719	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00065"	"day"	0.0725930877401816	0.586321911121115	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00065"	"read_depth"	-0.0094569126054079	0.728498696867711	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00066"	"day"	0.442509279800005	0.0394199535616517	0.682559195916818	"abundance"
"bac16SV4_L100_Nextseq_00066"	"read_depth"	0.0296830493593693	0.709552750387173	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00067"	"day"	0.424988252799355	0.039099000157804	0.682559195916818	"abundance"
"bac16SV4_L100_Nextseq_00067"	"read_depth"	0.0628119040915358	0.661764725383825	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00069"	"day"	0.385717239292125	0.0662137400689197	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00069"	"read_depth"	0.0354315542335602	0.748541775487939	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00071"	"day"	0.240175886543142	0.196830907144788	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00071"	"read_depth"	0.138146185094669	0.478799058944031	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00072"	"day"	0.0263519281728977	0.69534409541714	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00072"	"read_depth"	0.0806032074524334	0.607312677535691	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00081"	"day"	0.0801929420337879	0.561125465538534	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00081"	"read_depth"	0.0265044155806893	0.719258233997057	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00084"	"day"	0.0449782425101371	0.638700997692239	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00084"	"read_depth"	0.0318209848504542	0.686638324142773	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00085"	"day"	0.102935868854542	0.498247092984014	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00085"	"read_depth"	0.0171796594340906	0.739486573571069	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00088"	"day"	0.44117113831328	0.0265173675108066	0.515660808210147	"abundance"
"bac16SV4_L100_Nextseq_00088"	"read_depth"	0.10662098517488	0.557723986476294	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00090"	"day"	0.106411990797242	0.525415272472284	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00090"	"read_depth"	0.00185177026060474	0.759140738338938	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00091"	"day"	0.0346013120029255	0.675365784620415	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00091"	"read_depth"	-0.000800598130044513	0.719313378755824	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00092"	"day"	0.0897679560182648	0.555784896020575	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00092"	"read_depth"	0.0233743702512585	0.716871243899239	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00093"	"day"	0.0372000785934407	0.692164000170553	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00093"	"read_depth"	0.0861615970246856	0.609157797930998	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00094"	"day"	0.217554301737196	0.255140941110647	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00094"	"read_depth"	0.0233071206924542	0.723957877565824	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00095"	"day"	0.15787331537738	0.384678878966147	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00095"	"read_depth"	-0.0592824926445997	0.644552097711498	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00097"	"day"	0.11343203386346	0.496184525295649	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00097"	"read_depth"	-0.0629382176902286	0.62226989429616	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00100"	"day"	0.256664419393605	0.211177074907466	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00100"	"read_depth"	-0.0311726829915432	0.695071285030172	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00102"	"day"	-0.0101373562171829	0.757900401782673	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00102"	"read_depth"	0.0481580121233971	0.66680768038221	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00103"	"day"	0.574344945208771	0.00321195444354876	0.086381072694588	"abundance"
"bac16SV4_L100_Nextseq_00103"	"read_depth"	0.00746485479041273	0.766376178981815	0.774959592186411	"abundance"
"bac16SV4_L100_Nextseq_00105"	"day"	0.0646417154959316	0.620172366515447	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00105"	"read_depth"	-0.0431951745546136	0.663186521894384	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00107"	"day"	0.32452994655292	0.0904905501794532	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00107"	"read_depth"	-0.00277760690851216	0.757459334602548	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00108"	"day"	0.0756931403402582	0.591049567172235	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00108"	"read_depth"	0.070454115428759	0.639480627725865	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00110"	"day"	0.0686581289290921	0.596567412378606	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00110"	"read_depth"	0.0488000431488773	0.66748040816321	0.774393071930312	"abundance"
"bac16SV4_L100_Nextseq_00111"	"day"	-0.0197406463152663	0.722790036079605	0.774393071930312	"abundance"
