"feature"	"metadata"	"value"	"coef"	"pval_individual"	"error"	"qval_individual"	"pval_joint"	"qval_joint"	"association"
"D_0__Bacteria.D_1__Tenericutes.D_2__Mollicutes.D_3__Mollicutes.RF39.D_4__gut.metagenome.D_5__gut.metagenome"	"Diet"	"Keto"	NA	NA	"contrasts can be applied only to factors with 2 or more levels"	NA	0.962534554802916	1	"abundance"
"D_0__Bacteria.D_1__Tenericutes.D_2__Mollicutes.D_3__Mollicutes.RF39.D_4__uncultured.Firmicutes.bacterium.D_5__uncultured.Firmicutes.bacterium"	"Diet"	"Keto"	NA	NA	"number of levels of each grouping factor must be < number of observations (problems: mouse)"	NA	0.949611176358725	1	"abundance"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Peptostreptococcaceae.D_5__Romboutsia"	"Day"	"Day"	11.4105863689565	0	NA	0	0	0	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Peptostreptococcaceae.D_5__Romboutsia"	"Diet"	"Keto"	8.18179181660301	0	NA	0	0	0	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Erysipelotrichia.D_3__Erysipelotrichales.D_4__Erysipelotrichaceae.D_5__uncultured"	"Day"	"Day"	-11.7066039579705	0	NA	0	0	0	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Erysipelotrichia.D_3__Erysipelotrichales.D_4__Erysipelotrichaceae.D_5__uncultured"	"Diet"	"Keto"	-17.8999797742062	1.4243270390845e-27	NA	5.91095721220069e-26	2.84865407816901e-27	1.49554339103873e-25	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Marvinbryantia"	"Diet"	"Keto"	-14.2037002201638	7.65043242570508e-16	NA	2.53994356533409e-14	1.53008648514102e-15	5.35530269799357e-14	"prevalence"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Prevotellaceae.D_5__Prevotellaceae.UCG.001"	"Day"	"Day"	-4.5325454670236	0.167303450767873	NA	0.420793527688893	7.19433473028659e-09	1.88851286670023e-07	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Christensenellaceae.D_5__uncultured"	"Diet"	"Keto"	-14.0542580140845	0.948817318903051	NA	0.99999999989367	2.65231689454577e-07	5.56986547854612e-06	"prevalence"
"D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Bifidobacteriales.D_4__Bifidobacteriaceae.D_5__Bifidobacterium"	"Day"	"Day"	2.68856123685459	0.0620189216094426	NA	0.254163822735048	6.98277467287119e-06	0.000104741620093068	"prevalence"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Tannerellaceae.D_5__Parabacteroides"	"Diet"	"Keto"	11.6322636428198	0.960902571479535	NA	0.99999999989367	4.29156827160888e-05	0.000566791374424715	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Marvinbryantia"	"Day"	"Day"	-2.68256675261511	7.75410917776891e-05	NA	0.00214530353918273	0.000155076170934464	0.0017139997840125	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__uncultured"	"Diet"	"Keto"	-8.23783790407591	0.904723088478476	NA	0.99999999989367	0.000844400268298226	0.00806018437921033	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Christensenellaceae.D_5__uncultured"	"Day"	"Day"	-0.0789546662270125	0.84666174784646	NA	0.99999999989367	0.00217046548520058	0.0182319100756848	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Family.XIII.D_5__.Eubacterium..nodatum.group"	"Day"	"Day"	-2.0472835182711	0.0013849609670246	NA	0.031608057569245	0.00276800381716903	0.0223569539079037	"prevalence"
"D_0__Bacteria.D_1__Cyanobacteria.D_2__Melainabacteria.D_3__Gastranaerophilales.__.__"	"Day"	"Day"	-4.71800938864958	0.00152327988285518	NA	0.031608057569245	0.00304423938410885	0.0236774174319577	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__ASF356"	"Day"	"Day"	-3.15420070999085	0.00208369614250566	NA	0.0384326177395489	0.00416305049539703	0.0285804676457296	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Lachnospiraceae.FCS020.group"	"Diet"	"Keto"	-2.45714156784722	0.0155056630099434	NA	0.128436224763327	0.00419649060823361	0.0285804676457296	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Tyzzerella"	"Day"	"Day"	21.6233969631767	0.979071553749947	NA	0.99999999989367	0.00421902141436961	0.0285804676457296	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Anaerotruncus"	"Diet"	"Keto"	-1.93130084228232	0.0882616314104189	NA	0.273189624523591	0.00457269484469377	0.0300083099183029	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__ASF356"	"Diet"	"Keto"	-6.62763282848068	0.00258449536976129	NA	0.042831267878604	0.00516231112320627	0.0325673301783506	"prevalence"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Muribaculaceae.__"	"Day"	"Day"	-1.2219697485883	0.2890735882927	NA	0.585663985860708	0.00609066114349371	0.0339299691336386	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Dorea"	"Diet"	"Keto"	2.00204986045414	0.00309623623218824	NA	0.042831267878604	0.00618288578557097	0.0339299691336386	"prevalence"
"D_0__Bacteria.D_1__Tenericutes.D_2__Mollicutes.D_3__Mollicutes.RF39.D_4__unidentified.D_5__unidentified"	"Day"	"Day"	-1.59437490938893	0.00309371772193065	NA	0.042831267878604	0.00617786435451831	0.0339299691336386	"prevalence"
"D_0__Bacteria.D_1__Proteobacteria.D_2__Deltaproteobacteria.D_3__Desulfovibrionales.D_4__Desulfovibrionaceae.D_5__uncultured"	"Day"	"Day"	18.8364318835018	0.981865856120153	NA	0.99999999989367	0.0071993996739382	0.0368749739396834	"prevalence"
"D_0__Bacteria.D_1__Cyanobacteria.D_2__Melainabacteria.D_3__Gastranaerophilales.__.__"	"Diet"	"Keto"	-9.06952223772409	0.00472018662553314	NA	0.0559679271313215	0.00941809308928641	0.0470904654464321	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminiclostridium.5"	"Diet"	"Keto"	-10.930933118596	0.967437392753057	NA	0.99999999989367	0.0111836337182704	0.0533764336553814	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Family.XIII.D_5__Family.XIII.AD3011.group"	"Day"	"Day"	-2.52234241647047	0.0117652898691071	NA	0.108502117681766	0.0117652898691071	0.0549046860558332	"prevalence"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Tannerellaceae.D_5__Parabacteroides"	"Day"	"Day"	9.51894345474857	0.932217663830414	NA	0.99999999989367	0.0124866252248224	0.0570041586350588	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Butyricicoccus"	"Day"	"Day"	-2.02668060974617	0.00712778875548859	NA	0.078880862227407	0.0142047721384343	0.0621458781056501	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Intestinimonas"	"Day"	"Day"	-1.20958738696035	0.00903634566795841	NA	0.0937520863050685	0.017991035792886	0.0740807356177658	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Harryflintia"	"Day"	"Day"	-0.71747174374525	0.053076157237772	NA	0.236992808423076	0.0194251823513942	0.0784478518037075	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Negativibacillus"	"Day"	"Day"	-1.31273779007467	0.0109678780062605	NA	0.107098102884661	0.0218154616645608	0.0864386216897692	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Candidatus.Soleaferrea"	"Diet"	"Keto"	0.858308061854494	0.204821943004346	NA	0.48572060769602	0.0244869390757112	0.0902150386999887	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminococcaceae.UCG.005"	"Day"	"Day"	-0.716931290924263	0.064941671846463	NA	0.254163822735048	0.0241141941490353	0.0902150386999887	"prevalence"
"D_0__Bacteria.D_1__Tenericutes.D_2__Mollicutes.D_3__Mollicutes.RF39.D_4__uncultured.bacterium.D_5__uncultured.bacterium"	"Day"	"Day"	-2.47339184608897	0.0136080762971916	NA	0.118891613964937	0.0244651475299854	0.0902150386999887	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Lactobacillales.D_4__Enterococcaceae.D_5__Enterococcus"	"Day"	"Day"	0.656364244809194	0.0658376167325726	NA	0.254163822735048	0.0260913239271092	0.092867424147338	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Peptococcaceae.D_5__Peptococcus"	"Day"	"Day"	0.396824566007798	0.299888185531085	NA	0.585663985860708	0.0327713626128186	0.110999776591805	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Eubacteriaceae.D_5__Anaerofustis"	"Day"	"Day"	-1.10222389649023	0.0170216683421277	NA	0.128436224763327	0.033753599491106	0.112511998303687	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminiclostridium.1"	"Diet"	"Keto"	-3.03361895946045	0.0184186540466835	NA	0.132934633554325	0.0364980612764756	0.117916813354767	"prevalence"
"D_0__Bacteria.D_1__Tenericutes.D_2__Mollicutes.D_3__Mollicutes.RF39.__.__"	"Diet"	"Keto"	-12.3017370218849	0.956096883113809	NA	0.99999999989367	0.0388553033996079	0.121785279312204	"prevalence"
"D_0__Bacteria.D_1__Tenericutes.D_2__Mollicutes.D_3__Mollicutes.RF39.D_4__uncultured.bacterium.D_5__uncultured.bacterium"	"Diet"	"Keto"	-4.16870187551782	0.0199703835163176	NA	0.134790150435729	0.0395419508148464	0.122114848104673	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__.Eubacterium..ventriosum.group"	"Day"	"Day"	-2.21054090771045	0.0206462210754733	NA	0.134790150435729	0.0408661757062493	0.124375317366846	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__.Eubacterium..xylanophilum.group"	"Diet"	"Keto"	2.27834957620054	0.0213042844824095	NA	0.134790150435729	0.0421546964275116	0.125333729185	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminiclostridium.6"	"Day"	"Day"	-1.23558968803073	0.0219236991672571	NA	0.134790150435729	0.0433667497493377	0.126486353435568	"prevalence"
"D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Betaproteobacteriales.D_4__Burkholderiaceae.D_5__Parasutterella"	"Day"	"Day"	0.233175028148773	0.573451014812326	NA	0.897346531693281	0.0499609586784418	0.143723305787298	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiaceae.1.D_5__Candidatus.Arthromitus"	"Diet"	"Keto"	2.36291515843097	0.0258214459439553	NA	0.147805518161951	0.0509761448172739	0.144662032589561	"prevalence"
"D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Enterobacteriales.D_4__Enterobacteriaceae.D_5__Escherichia.Shigella"	"Day"	"Day"	-0.915131787600655	0.0277852553503435	NA	0.153745079605234	0.0547984902858032	0.151416881052877	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminococcaceae.UCG.013"	"Day"	"Day"	-0.844085322198024	0.0301808789628233	NA	0.161613738962215	0.059450872470678	0.16006004126721	"prevalence"
"D_0__Bacteria.D_1__Cyanobacteria.D_2__Melainabacteria.D_3__Gastranaerophilales.D_4__uncultured.bacterium.D_5__uncultured.bacterium"	"Day"	"Day"	-9.00010629800954	0.0341077594545324	NA	0.174908270912074	0.0670521796540565	0.178033876619572	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.__.__"	"Diet"	"Keto"	-1.93925125365504	0.0358245856084971	NA	0.174908270912074	0.0703657702829738	0.178033876619572	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__.Eubacterium..coprostanoligenes.group"	"Day"	"Day"	-1.449628692599	0.0354126377617889	NA	0.174908270912074	0.0695712206103302	0.178033876619572	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiales.vadinBB60.group.__"	"Day"	"Day"	-1.29608376754742	0.0376196534553689	NA	0.178424642102607	0.0738240685846358	0.184560171461589	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiales.vadinBB60.group.D_5__uncultured.bacterium"	"Diet"	"Keto"	-16.6384822341075	0.125557423160445	NA	0.341680856469407	0.0889402974500423	0.21468347660355	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Erysipelotrichia.D_3__Erysipelotrichales.D_4__Erysipelotrichaceae.D_5__uncultured.bacterium"	"Diet"	"Keto"	2.7079877432617	0.08886891400165	NA	0.273189624523591	0.08886891400165	0.21468347660355	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Tyzzerella"	"Diet"	"Keto"	1.7204379578301e-10	0.99999999989367	NA	0.99999999989367	0.0966534900808303	0.228058796819937	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminococcaceae.UCG.010"	"Day"	"Day"	2.160378521326	0.0491243056300333	NA	0.226517631516265	0.0958354138564337	0.228058796819937	"prevalence"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Muribaculaceae.D_5__Gram.negative.bacterium.cTPY.13"	"Day"	"Day"	-16.6922635287745	0.952076378592305	NA	0.99999999989367	0.0984972843199636	0.229826996746582	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Lactobacillales.D_4__Streptococcaceae.D_5__Lactococcus"	"Diet"	"Keto"	5.52432170957925	0.999999776018464	NA	0.99999999989367	0.104064231629691	0.237537920024296	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Lactobacillales.D_4__Enterococcaceae.D_5__Enterococcus"	"Diet"	"Keto"	0.261054815298156	0.698794151974366	NA	0.99999999989367	0.123585957749798	0.273190011867975	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminococcaceae.NK4A214.group"	"Diet"	"Keto"	-1.24499605286197	0.0635870283622709	NA	0.254163822735048	0.123130746548598	0.273190011867975	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Eubacteriaceae.D_5__Anaerofustis"	"Diet"	"Keto"	-1.58690264864582	0.0683207613687339	NA	0.257755599709314	0.131973796303464	0.285716466223995	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiales.vadinBB60.group.D_5__uncultured.bacterium"	"Day"	"Day"	-1.08875059041145	0.0708552170994509	NA	0.260954119146689	0.136689972408691	0.29290708373291	"prevalence"
"D_0__Bacteria.D_1__Actinobacteria.D_2__Coriobacteriia.D_3__Coriobacteriales.D_4__Eggerthellaceae.__"	"Day"	"Day"	-1.54131013710245	0.0752415132532227	NA	0.264399979888992	0.144821741189811	0.307197632826871	"prevalence"
"D_0__Bacteria.D_1__Actinobacteria.D_2__Actinobacteria.D_3__Bifidobacteriales.D_4__Bifidobacteriaceae.D_5__Bifidobacterium"	"Diet"	"Keto"	11.3999850804853	0.0764530062329616	NA	0.264399979888992	0.147060950303866	0.308827995638118	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Butyricicoccus"	"Diet"	"Keto"	-1.16718417660974	0.307059641802977	NA	0.59269651789877	0.150627531676948	0.313185956952069	"prevalence"
"D_0__Bacteria.D_1__Tenericutes.D_2__Mollicutes.D_3__Mollicutes.RF39.D_4__unidentified.D_5__unidentified"	"Diet"	"Keto"	-1.63781691328139	0.0806827950516424	NA	0.268032195449469	0.154855876685939	0.318820922588699	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiales.vadinBB60.group.D_5__uncultured.Clostridia.bacterium"	"Diet"	"Keto"	-1.74994485226772	0.0841774019910424	NA	0.273189624523591	0.161268968976123	0.328800810533844	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminococcaceae.UCG.004"	"Diet"	"Keto"	-1.28571147353719	0.0864287277169429	NA	0.273189624523591	0.165387530459116	0.333955590350139	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Bacilli.D_3__Lactobacillales.D_4__Streptococcaceae.D_5__Streptococcus"	"Diet"	"Keto"	1.19130372468264	0.178932376541971	NA	0.436805507440694	0.178932376541971	0.354488670507678	"prevalence"
"D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Betaproteobacteriales.D_4__Burkholderiaceae.D_5__Parasutterella"	"Diet"	"Keto"	0.194859136315837	0.872032837583228	NA	0.99999999989367	0.192765645880354	0.37832509939135	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Lachnospiraceae.UCG.001"	"Diet"	"Keto"	-1.48372986511774	0.106423203290102	NA	0.321204577202853	0.201520508381677	0.391845432964373	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.__.__"	"Day"	"Day"	-0.686749120151978	0.111032602570173	NA	0.329132357618727	0.20973696630684	0.400406935676694	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Christensenellaceae.__"	"Day"	"Day"	-3.84161070205797	0.218799024705298	NA	0.502193617353813	0.218799024705298	0.413486610242547	"prevalence"
"D_0__Bacteria.D_1__Cyanobacteria.D_2__Melainabacteria.D_3__Gastranaerophilales.D_4__uncultured.bacterium.D_5__uncultured.bacterium"	"Diet"	"Keto"	-9.33420609870647	0.121607453744569	NA	0.341680856469407	0.2284265346829	0.424393300675114	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__GCA.900066575"	"Day"	"Day"	0.956688501819521	0.123012148540591	NA	0.341680856469407	0.23089230839261	0.424393300675114	"prevalence"
"D_0__Bacteria.D_1__Tenericutes.D_2__Mollicutes.D_3__Anaeroplasmatales.D_4__Anaeroplasmataceae.D_5__Anaeroplasma"	"Day"	"Day"	-0.610788105636389	0.123875496936428	NA	0.341680856469407	0.23240585513161	0.424393300675114	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Tyzzerella.3"	"Diet"	"Keto"	-0.869190008707235	0.270736414142167	NA	0.583149941765093	0.234430697740435	0.424400401081823	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminiclostridium.1"	"Day"	"Day"	-0.0926588290864157	0.833419883079463	NA	0.99999999989367	0.239160731703185	0.427379646197872	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Harryflintia"	"Diet"	"Keto"	-1.05867431523599	0.144370989114969	NA	0.386541680533626	0.267898995731903	0.46882324253083	"prevalence"
"D_0__Bacteria.D_1__Actinobacteria.D_2__Coriobacteriia.D_3__Coriobacteriales.D_4__Eggerthellaceae.__"	"Diet"	"Keto"	-3.22215687908042	0.151568182373045	NA	0.393129973030086	0.280163450838222	0.478734692502226	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Christensenellaceae.D_5__Christensenellaceae.R.7.group"	"Day"	"Day"	-29.2625398382167	0.978411795816403	NA	0.99999999989367	0.28040174846559	0.478734692502226	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Family.XIII.D_5__.Eubacterium..nodatum.group"	"Diet"	"Keto"	1.46287481690724	0.149424047464109	NA	0.393129973030086	0.276520548967662	0.478734692502226	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminococcaceae.UCG.005"	"Diet"	"Keto"	-1.21724101757253	0.163163211637661	NA	0.416693740490027	0.299704189643407	0.507563546976737	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Lachnospiraceae.UCG.010"	"Day"	"Day"	-0.527150159779926	0.220844181125472	NA	0.502193617353813	0.307605702753504	0.516777580625887	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__uncultured"	"Day"	"Day"	7.77695395123153	0.891932346646041	NA	0.99999999989367	0.310604388602687	0.517673981004478	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__.Eubacterium..ventriosum.group"	"Diet"	"Keto"	2.98786922348273	0.172807875852602	NA	0.42815085659003	0.315753189748516	0.522111573599909	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__UBA1819"	"Day"	"Day"	0.577952816975528	0.183625456131818	NA	0.441765590114228	0.333532604124017	0.547201928640966	"prevalence"
"D_0__Bacteria.D_1__Tenericutes.D_2__Mollicutes.D_3__Mollicutes.RF39.D_4__uncultured.Firmicutes.bacterium.D_5__uncultured.Firmicutes.bacterium"	"Day"	"Day"	-0.734235035287663	0.356965974618226	NA	0.665055353429816	0.356965974618226	0.576637343614058	"prevalence"
"D_0__Bacteria.D_1__Bacteroidetes.D_2__Bacteroidia.D_3__Bacteroidales.D_4__Prevotellaceae.D_5__Prevotellaceae.UCG.001"	"Diet"	"Keto"	-9.31822304531161	0.227583160760217	NA	0.510524387651297	0.374330276447114	0.595692865966515	"prevalence"
"D_0__Bacteria.D_1__Proteobacteria.D_2__Gammaproteobacteria.D_3__Enterobacteriales.D_4__Enterobacteriaceae.D_5__Escherichia.Shigella"	"Diet"	"Keto"	1.18293828162233	0.209073654345982	NA	0.48882009325962	0.374435515750381	0.595692865966515	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Erysipelotrichia.D_3__Erysipelotrichales.D_4__Erysipelotrichaceae.D_5__Turicibacter"	"Diet"	"Keto"	-1.28414636227893	0.294943143536331	NA	0.585663985860708	0.402445188668779	0.635439771582282	"prevalence"
"D_0__Bacteria.D_1__Actinobacteria.D_2__Coriobacteriia.D_3__Coriobacteriales.D_4__Eggerthellaceae.D_5__Gordonibacter"	"Diet"	"Keto"	-1.0985440350254	0.437278169092342	NA	0.764086063887672	0.437278169092342	0.680210485254754	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiaceae.1.D_5__Clostridium.sensu.stricto.1"	"Diet"	"Keto"	1.09857061320372	0.437267877719316	NA	0.764086063887672	0.437267877719316	0.680210485254754	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Papillibacter"	"Day"	"Day"	-0.328713214447182	0.459397916087387	NA	0.794375563234439	0.459397916087387	0.694054405599649	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__GCA.900066225"	"Day"	"Day"	-0.391298444987751	0.267596223425344	NA	0.583149941765093	0.463584708059181	0.695377062088771	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__.Eubacterium..coprostanoligenes.group"	"Diet"	"Keto"	1.34066065848235	0.274010213600466	NA	0.583149941765093	0.472938830043559	0.704376980915938	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminococcaceae.UCG.004"	"Day"	"Day"	0.374660596767956	0.280954639160479	NA	0.585663985860708	0.482973769055163	0.714256982405522	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Clostridiales.vadinBB60.group.D_5__uncultured.Clostridia.bacterium"	"Day"	"Day"	-0.47742333559409	0.291361715079895	NA	0.585663985860708	0.497831781145493	0.728961920067546	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Lachnospiraceae.D_5__Acetitomaculum"	"Day"	"Day"	-0.463258941569759	0.29279394963846	NA	0.585663985860708	0.499859602332032	0.728961920067546	"prevalence"
"D_0__Bacteria.D_1__Tenericutes.D_2__Mollicutes.D_3__Anaeroplasmatales.D_4__Anaeroplasmataceae.D_5__Anaeroplasma"	"Diet"	"Keto"	-0.10981159255904	0.911664983746489	NA	0.99999999989367	0.505539660258338	0.732160887270696	"prevalence"
"D_0__Bacteria.D_1__Firmicutes.D_2__Clostridia.D_3__Clostridiales.D_4__Ruminococcaceae.D_5__Ruminiclostridium.6"	"Diet"	"Keto"	0.422019796386282	0.76260673763379	NA	0.99999999989367	0.537023758581068	0.772431433575509	"prevalence"
